doc_id,pdf_name,page_idx,image_path
fr3_operating_manual,fr3_operating_manual.pdf,95,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0095.png
fr3_operating_manual,fr3_operating_manual.pdf,96,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0096.png
fr3_operating_manual,fr3_operating_manual.pdf,97,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0097.png
fr3_operating_manual,fr3_operating_manual.pdf,98,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0098.png
fr3_operating_manual,fr3_operating_manual.pdf,99,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0099.png
fr3_operating_manual,fr3_operating_manual.pdf,100,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0100.png
fr3_operating_manual,fr3_operating_manual.pdf,101,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0101.png
fr3_operating_manual,fr3_operating_manual.pdf,102,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0102.png
fr3_operating_manual,fr3_operating_manual.pdf,103,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0103.png
fr3_operating_manual,fr3_operating_manual.pdf,104,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0104.png
fr3_operating_manual,fr3_operating_manual.pdf,105,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0105.png
fr3_operating_manual,fr3_operating_manual.pdf,106,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0106.png
fr3_operating_manual,fr3_operating_manual.pdf,107,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0107.png
fr3_operating_manual,fr3_operating_manual.pdf,108,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0108.png
fr3_operating_manual,fr3_operating_manual.pdf,109,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0109.png
fr3_operating_manual,fr3_operating_manual.pdf,110,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0110.png
fr3_operating_manual,fr3_operating_manual.pdf,111,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0111.png
fr3_operating_manual,fr3_operating_manual.pdf,112,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0112.png
fr3_operating_manual,fr3_operating_manual.pdf,113,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0113.png
fr3_operating_manual,fr3_operating_manual.pdf,114,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0114.png
fr3_operating_manual,fr3_operating_manual.pdf,115,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0115.png
fr3_operating_manual,fr3_operating_manual.pdf,116,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0116.png
fr3_operating_manual,fr3_operating_manual.pdf,117,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0117.png
fr3_operating_manual,fr3_operating_manual.pdf,118,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0118.png
fr3_operating_manual,fr3_operating_manual.pdf,119,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0119.png
fr3_operating_manual,fr3_operating_manual.pdf,120,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0120.png
fr3_operating_manual,fr3_operating_manual.pdf,121,/users/xyk/robotdoc-rag/data/pages/fr3_operating_manual/page_0121.png
fr3_product_manual,fr3_product_manual.pdf,0,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0000.png
fr3_product_manual,fr3_product_manual.pdf,1,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0001.png
fr3_product_manual,fr3_product_manual.pdf,2,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0002.png
fr3_product_manual,fr3_product_manual.pdf,3,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0003.png
fr3_product_manual,fr3_product_manual.pdf,4,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0004.png
fr3_product_manual,fr3_product_manual.pdf,5,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0005.png
fr3_product_manual,fr3_product_manual.pdf,6,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0006.png
fr3_product_manual,fr3_product_manual.pdf,7,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0007.png
fr3_product_manual,fr3_product_manual.pdf,8,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0008.png
fr3_product_manual,fr3_product_manual.pdf,9,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0009.png
fr3_product_manual,fr3_product_manual.pdf,10,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0010.png
fr3_product_manual,fr3_product_manual.pdf,11,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0011.png
fr3_product_manual,fr3_product_manual.pdf,12,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0012.png
fr3_product_manual,fr3_product_manual.pdf,13,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0013.png
fr3_product_manual,fr3_product_manual.pdf,14,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0014.png
fr3_product_manual,fr3_product_manual.pdf,15,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0015.png
fr3_product_manual,fr3_product_manual.pdf,16,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0016.png
fr3_product_manual,fr3_product_manual.pdf,17,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0017.png
fr3_product_manual,fr3_product_manual.pdf,18,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0018.png
fr3_product_manual,fr3_product_manual.pdf,19,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0019.png
fr3_product_manual,fr3_product_manual.pdf,20,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0020.png
fr3_product_manual,fr3_product_manual.pdf,21,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0021.png
fr3_product_manual,fr3_product_manual.pdf,22,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0022.png
fr3_product_manual,fr3_product_manual.pdf,23,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0023.png
fr3_product_manual,fr3_product_manual.pdf,24,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0024.png
fr3_product_manual,fr3_product_manual.pdf,25,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0025.png
fr3_product_manual,fr3_product_manual.pdf,26,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0026.png
fr3_product_manual,fr3_product_manual.pdf,27,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0027.png
fr3_product_manual,fr3_product_manual.pdf,28,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0028.png
fr3_product_manual,fr3_product_manual.pdf,29,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0029.png
fr3_product_manual,fr3_product_manual.pdf,30,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0030.png
fr3_product_manual,fr3_product_manual.pdf,31,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0031.png
fr3_product_manual,fr3_product_manual.pdf,32,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0032.png
fr3_product_manual,fr3_product_manual.pdf,33,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0033.png
fr3_product_manual,fr3_product_manual.pdf,34,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0034.png
fr3_product_manual,fr3_product_manual.pdf,35,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0035.png
fr3_product_manual,fr3_product_manual.pdf,36,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0036.png
fr3_product_manual,fr3_product_manual.pdf,37,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0037.png
fr3_product_manual,fr3_product_manual.pdf,38,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0038.png
fr3_product_manual,fr3_product_manual.pdf,39,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0039.png
fr3_product_manual,fr3_product_manual.pdf,40,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0040.png
fr3_product_manual,fr3_product_manual.pdf,41,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0041.png
fr3_product_manual,fr3_product_manual.pdf,42,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0042.png
fr3_product_manual,fr3_product_manual.pdf,43,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0043.png
fr3_product_manual,fr3_product_manual.pdf,44,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0044.png
fr3_product_manual,fr3_product_manual.pdf,45,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0045.png
fr3_product_manual,fr3_product_manual.pdf,46,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0046.png
fr3_product_manual,fr3_product_manual.pdf,47,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0047.png
fr3_product_manual,fr3_product_manual.pdf,48,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0048.png
fr3_product_manual,fr3_product_manual.pdf,49,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0049.png
fr3_product_manual,fr3_product_manual.pdf,50,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0050.png
fr3_product_manual,fr3_product_manual.pdf,51,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0051.png
fr3_product_manual,fr3_product_manual.pdf,52,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0052.png
fr3_product_manual,fr3_product_manual.pdf,53,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0053.png
fr3_product_manual,fr3_product_manual.pdf,54,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0054.png
fr3_product_manual,fr3_product_manual.pdf,55,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0055.png
fr3_product_manual,fr3_product_manual.pdf,56,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0056.png
fr3_product_manual,fr3_product_manual.pdf,57,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0057.png
fr3_product_manual,fr3_product_manual.pdf,58,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0058.png
fr3_product_manual,fr3_product_manual.pdf,59,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0059.png
fr3_product_manual,fr3_product_manual.pdf,60,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0060.png
fr3_product_manual,fr3_product_manual.pdf,61,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0061.png
fr3_product_manual,fr3_product_manual.pdf,62,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0062.png
fr3_product_manual,fr3_product_manual.pdf,63,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0063.png
fr3_product_manual,fr3_product_manual.pdf,64,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0064.png
fr3_product_manual,fr3_product_manual.pdf,65,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0065.png
fr3_product_manual,fr3_product_manual.pdf,66,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0066.png
fr3_product_manual,fr3_product_manual.pdf,67,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0067.png
fr3_product_manual,fr3_product_manual.pdf,68,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0068.png
fr3_product_manual,fr3_product_manual.pdf,69,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0069.png
fr3_product_manual,fr3_product_manual.pdf,70,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0070.png
fr3_product_manual,fr3_product_manual.pdf,71,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0071.png
fr3_product_manual,fr3_product_manual.pdf,72,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0072.png
fr3_product_manual,fr3_product_manual.pdf,73,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0073.png
fr3_product_manual,fr3_product_manual.pdf,74,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0074.png
fr3_product_manual,fr3_product_manual.pdf,75,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0075.png
fr3_product_manual,fr3_product_manual.pdf,76,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0076.png
fr3_product_manual,fr3_product_manual.pdf,77,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0077.png
fr3_product_manual,fr3_product_manual.pdf,78,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0078.png
fr3_product_manual,fr3_product_manual.pdf,79,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0079.png
fr3_product_manual,fr3_product_manual.pdf,80,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0080.png
fr3_product_manual,fr3_product_manual.pdf,81,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0081.png
fr3_product_manual,fr3_product_manual.pdf,82,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0082.png
fr3_product_manual,fr3_product_manual.pdf,83,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0083.png
fr3_product_manual,fr3_product_manual.pdf,84,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0084.png
fr3_product_manual,fr3_product_manual.pdf,85,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0085.png
fr3_product_manual,fr3_product_manual.pdf,86,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0086.png
fr3_product_manual,fr3_product_manual.pdf,87,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0087.png
fr3_product_manual,fr3_product_manual.pdf,88,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0088.png
fr3_product_manual,fr3_product_manual.pdf,89,/users/xyk/robotdoc-rag/data/pages/fr3_product_manual/page_0089.png
